case_id,code_replicate,n,k,redundancy,rate,family,transform,tau,direction,collision_fraction,collision_log2_fraction,system_rank,consistent,full_orbit_invariance
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau25_d2,25,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau25_d3,25,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau26_d1,26,1,0.0,-inf,6,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau26_d2,26,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau26_d3,26,3,0.0,-inf,6,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau27_d1,27,1,0.0,-inf,5,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau27_d2,27,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau27_d3,27,3,0.0,-inf,5,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau28_d1,28,1,0.0,-inf,4,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau28_d2,28,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau28_d3,28,3,0.0,-inf,4,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau29_d1,29,1,0.0,-inf,3,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau29_d2,29,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau29_d3,29,3,0.0,-inf,3,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau30_d1,30,1,0.0,-inf,2,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau30_d2,30,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau30_d3,30,3,0.0,-inf,2,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau31_d1,31,1,0.0,-inf,1,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau31_d2,31,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,tau31_d3,31,3,0.0,-inf,1,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau1_d1,1,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau1_d2,1,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau1_d3,1,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau2_d1,2,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau2_d2,2,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau2_d3,2,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau3_d1,3,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau3_d2,3,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau3_d3,3,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau4_d1,4,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau4_d2,4,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau4_d3,4,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau5_d1,5,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau5_d2,5,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau5_d3,5,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau6_d1,6,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau6_d2,6,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau6_d3,6,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau7_d1,7,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau7_d2,7,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau7_d3,7,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau8_d1,8,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau8_d2,8,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau8_d3,8,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau9_d1,9,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau9_d2,9,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau9_d3,9,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau10_d1,10,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau10_d2,10,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau10_d3,10,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau11_d1,11,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau11_d2,11,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau11_d3,11,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau12_d1,12,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau12_d2,12,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau12_d3,12,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau13_d1,13,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau13_d2,13,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau13_d3,13,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau14_d1,14,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau14_d2,14,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau14_d3,14,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau15_d1,15,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau15_d2,15,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau15_d3,15,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau16_d1,16,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau16_d2,16,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau16_d3,16,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau17_d1,17,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau17_d2,17,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau17_d3,17,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau18_d1,18,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau18_d2,18,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau18_d3,18,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau19_d1,19,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau19_d2,19,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau19_d3,19,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau20_d1,20,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau20_d2,20,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau20_d3,20,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau21_d1,21,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau21_d2,21,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau21_d3,21,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau22_d1,22,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau22_d2,22,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau22_d3,22,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau23_d1,23,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau23_d2,23,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau23_d3,23,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau24_d1,24,1,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau24_d2,24,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau24_d3,24,3,0.0078125,-7.0,7,True,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau25_d1,25,1,0.0,-inf,6,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau25_d2,25,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau25_d3,25,3,0.0,-inf,6,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau26_d1,26,1,0.0,-inf,5,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau26_d2,26,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau26_d3,26,3,0.0,-inf,5,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau27_d1,27,1,0.0,-inf,4,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau27_d2,27,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau27_d3,27,3,0.0,-inf,4,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau28_d1,28,1,0.0,-inf,4,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau28_d2,28,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau28_d3,28,3,0.0,-inf,4,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau29_d1,29,1,0.0,-inf,3,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau29_d2,29,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau29_d3,29,3,0.0,-inf,3,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau30_d1,30,1,0.0,-inf,2,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau30_d2,30,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau30_d3,30,3,0.0,-inf,2,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau31_d1,31,1,0.0,-inf,1,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau31_d2,31,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,tau31_d3,31,3,0.0,-inf,1,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau1_d1,1,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau1_d2,1,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau1_d3,1,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau2_d1,2,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau2_d2,2,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau2_d3,2,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau3_d1,3,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau3_d2,3,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau3_d3,3,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau4_d1,4,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau4_d2,4,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau4_d3,4,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau5_d1,5,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau5_d2,5,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau5_d3,5,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau6_d1,6,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau6_d2,6,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau6_d3,6,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau7_d1,7,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau7_d2,7,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau7_d3,7,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau8_d1,8,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau8_d2,8,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau8_d3,8,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau9_d1,9,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau9_d2,9,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau9_d3,9,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau10_d1,10,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau10_d2,10,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau10_d3,10,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau11_d1,11,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau11_d2,11,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau11_d3,11,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau12_d1,12,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau12_d2,12,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau12_d3,12,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau13_d1,13,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau13_d2,13,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau13_d3,13,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau14_d1,14,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau14_d2,14,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau14_d3,14,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau15_d1,15,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau15_d2,15,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau15_d3,15,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau16_d1,16,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau16_d2,16,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau16_d3,16,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau17_d1,17,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau17_d2,17,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau17_d3,17,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau18_d1,18,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau18_d2,18,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau18_d3,18,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau19_d1,19,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau19_d2,19,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau19_d3,19,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau20_d1,20,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau20_d2,20,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau20_d3,20,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau21_d1,21,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau21_d2,21,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau21_d3,21,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau22_d1,22,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau22_d2,22,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau22_d3,22,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau23_d1,23,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau23_d2,23,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau23_d3,23,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau24_d1,24,1,0.0,-inf,7,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau24_d2,24,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau24_d3,24,3,0.0,-inf,7,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau25_d1,25,1,0.0,-inf,6,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau25_d2,25,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau25_d3,25,3,0.0,-inf,6,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau26_d1,26,1,0.0,-inf,6,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau26_d2,26,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau26_d3,26,3,0.0,-inf,6,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau27_d1,27,1,0.0,-inf,5,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau27_d2,27,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau27_d3,27,3,0.0,-inf,5,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau28_d1,28,1,0.0,-inf,4,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau28_d2,28,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau28_d3,28,3,0.0,-inf,4,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau29_d1,29,1,0.0,-inf,3,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau29_d2,29,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau29_d3,29,3,0.0,-inf,3,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau30_d1,30,1,0.0,-inf,2,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau30_d2,30,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau30_d3,30,3,0.0,-inf,2,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau31_d1,31,1,0.0,-inf,1,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau31_d2,31,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,tau31_d3,31,3,0.0,-inf,1,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau1_d1,1,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau1_d2,1,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau1_d3,1,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau2_d1,2,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau2_d2,2,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau2_d3,2,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau3_d1,3,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau3_d2,3,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau3_d3,3,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau4_d1,4,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau4_d2,4,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau4_d3,4,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau5_d1,5,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau5_d2,5,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau5_d3,5,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau6_d1,6,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau6_d2,6,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau6_d3,6,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau7_d1,7,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau7_d2,7,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau7_d3,7,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau8_d1,8,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau8_d2,8,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau8_d3,8,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau9_d1,9,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau9_d2,9,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau9_d3,9,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau10_d1,10,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau10_d2,10,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau10_d3,10,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau11_d1,11,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau11_d2,11,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau11_d3,11,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau12_d1,12,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau12_d2,12,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau12_d3,12,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau13_d1,13,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau13_d2,13,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau13_d3,13,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau14_d1,14,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau14_d2,14,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau14_d3,14,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau15_d1,15,1,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau15_d2,15,2,0.0,-inf,0,False,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau15_d3,15,3,0.00390625,-8.0,8,True,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,tau16_d1,16,1,0.00390625,-8.0,8,True,False
